"feature1","feature2","feature3","feature4","feature5","feature6","feature7","feature8","feature9","feature10","feature11","feature12","feature13","feature14","feature15","feature16","feature17","feature18","feature19","feature20","feature21","feature22","feature23","feature24","feature25","feature26","feature27","feature28","feature29","feature30","feature31","feature32","feature33","feature34","feature35","feature36","feature37","feature38","feature39","feature40","feature41","feature42","feature43","feature44","feature45","feature46","feature47","feature48","feature49","feature50","feature51","feature52","feature53","feature54","feature55","feature56","feature57","feature58","feature59","feature60","feature61","feature62","feature63","feature64","feature65","feature66","feature67","feature68","nlinks","nusermentions","nhashtags","nTweets","gender","extS","neuS","agrS","consS","openS"
0,0,0,0,0,0,0,0.00077435368659545,0,0.000518443713172918,0.000935046595416415,0.0015487073731909,0.00077435368659545,0,0,0.00077435368659545,0,0.00077435368659545,0,0,0,0,0,0,0,0.000467523297708207,0,0,0,0,0.00170364154075596,0.000580765264946587,0,0,0.000387176843297725,0.000504817154285498,0.00311543964901861,0.000111881569731872,0.00139903657444718,0,0,0,0,0.000193588421648863,0,0,0,0,0,0,0.00235335212380407,0.000461764556452306,0,0.000649710583048111,0.00077435368659545,0,0,0,0,0.00279573138011306,0.00117379669127409,0,0.00116017013238667,0,0.000859870983041953,0,0,0,41,88,7,202,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.000342242532737064,0,0.00240073079848236,0.0016315988924877,0.0016315988924877,0,0.000769131905994656,0,0.000769131905994656,0,0,0,0,0,0,0,0,0,0,0,0,0.00236738525466787,0.00192019559456919,0,0,0.000203949861560963,0,0.00214069328765551,0.00015715974790701,0.00153957444869473,0,0,0,0,0.000611849584682889,0.000815799446243852,0,0.000611849584682889,0,0.000611849584682889,0,0.00158480877883375,0.000972959194150862,0,0,0.000611849584682889,0,0,0,0,0.00116940887903462,3.92899369767525e-05,0,0.00015715974790701,0,0.00131228855688634,0.000342242532737064,0,0,57,55,12,202,0,0,0,0,0,0
0.00110808587360975,0,0,0,0.00110808587360975,0,0,0,0,0.000369361957869916,0,0.00326149378960546,0.000892022979062899,0,0.000892022979062899,0.00236947081054256,0,0.000153299063323067,0,0.00332425762082924,0.00110808587360975,0.00110808587360975,0,0.00221617174721949,0,0,0,0,0,0,0.00310819472628239,0.000892022979062899,0.00110808587360975,0,0,0.00110808587360975,0.00246662571366848,0.00135195950009331,0.00357471158727823,0,0,0,0,0.000369361957869916,0,0.00295489566295932,0,0,0,0,0.00326149378960546,0,0,0,0.00147744783147966,0,0,0,0,0.00409918420044481,0.000963178742225704,0,0.00313600545821911,0,0,0,0,0,84,35,47,202,0,0,0,0,0,0
0.0174819194263215,0.0161968394021423,0,0.0161968394021423,0,0.00128508002417922,0,0.00128508002417922,0,0.00257016004835843,0,0.023957589135849,0.0213276025696672,0,0,0.00262998656618179,0.00128508002417922,0.00134490654200257,0,0.0205612803868674,0,0.0205612803868674,0,0,0,0.00128508002417922,0,0,0,0,0.00469301026988444,0.000963810018134412,0.00128508002417922,0,0.000642540012089608,0.00180158021548121,0.00230487010947655,0.00114722562412207,0.0205612803868674,0,0,0.00128508002417922,0,0.00128508002417922,0.00128508002417922,0,0.0052693369790098,0.00198744655409218,0.0035937965843162,0.000766322182799718,0.00344153670857583,0.00128508002417922,0,0.00215645668439661,0,0,0,0,0,0.00114722562412207,0.000775879111991742,0,0.000371346512130331,0,0.000185979510298632,0.000539114171099153,0,0,89,74,19,202,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.000745639720960269,0.00173136478144194,0.00160322248748471,0,0,0.000128142293957231,0,0.000128142293957231,0,0,0,0,0,0,0,0.000745639720960269,0,0,0,0,0.00247700450240221,0.00123499485400608,0,0,0,0.00124200964839613,0.0017863215281831,0.00110251324082296,0.0035531255512947,0,0.000745639720960269,0.000745639720960269,0,0,0,0.000617497427003038,0.00252946862798927,0.00216124099451063,0,0.000368227633478634,0.00506812170998154,0,0.00432248198902127,0.000745639720960269,0,0,0,0,0,0.00433069083022308,0.00181257631584976,0,0.00251811451437332,0,0.000322468122206191,0,0,0,14,61,67,202,0,0,0,0,0,0
0.00411948938602345,0.00236931499262821,0,0.00236931499262821,0,0,0,0,0,0.00175017439339524,0,0.00410647362635349,0.00235629923295825,0,0,0.00175017439339524,0,0,0,0.00175017439339524,0.00175017439339524,0,0,0,0.00175017439339524,0,0,0,0,0,0.00411948938602345,0,0.00175017439339524,0,0.00043754359834881,0.0019317713942794,0.00721779544558636,0,0.00298845559186117,0,0.00175017439339524,0.00175017439339524,0,0,0,0.00087508719669762,0.00104366843791183,0,0,0.00104366843791183,0.00489727020244401,0.00402218300574639,0.00087508719669762,0,0,0,0,0,0,0.000606124839563015,8.42906206071028e-05,0,0,0.00350034878679048,0.000906193857762463,0,0,0,10,142,8,202,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.00474043030495403,0.00190313254251412,0,0,0.00283729776243991,0.000794798668419752,0.00124770042560041,0.000794798668419752,0,0,0,0,0,0,0.000479867147152648,0,0,0,0,0.00252815761035268,0.00129316662322933,0,0,0.000198699667104938,0.000799313140056918,0.00384894039119865,0.00130424091001433,0.00365155063300082,0,0.000479867147152648,0.000479867147152648,0,0,0.000397399334209876,0,0.00592582965633626,0.000843502440143131,0.00317919467367901,0.00190313254251412,0.00112823099734378,0,0.000794798668419752,0.00033343232892403,0,0,0,0,0,0.00165745094413799,0.000833077181276311,0,0.00034450661570903,0,0.000613392906063581,0,0,0,28,141,49,202,0,0,0,0,0,0
0.00431971294226341,0,0,0,0.0021598564711317,0,0,0,0.0021598564711317,0.00431971294226341,0,0.00664363280674577,0.00545165189260745,0,0.00296980264780609,0.00119198091413832,0,0.00119198091413832,0,0.00431971294226341,0.0021598564711317,0,0,0,0.00107992823556585,0.00107992823556585,0,0,0,0,0.00794766639945656,0.000809946176674389,0.0021598564711317,0,0.000269982058891463,0.00114610421239179,0.00222603244795764,0.000364075003447361,0.00396895008653091,0,0.00431971294226341,0,0,0.00539964117782926,0,0.00107992823556585,0.00700009011754258,0.00152813894985572,0.00407003015845135,0.00140192100923551,0.00283701113618687,0,0.00107992823556585,0.00110506610426562,0,0,0,0,0,0.00192219041562321,0.000906098615820459,0,0.00101609179980275,0,2.513786869977e-05,0,0,0,69,97,195,202,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.00211080360940986,0,0.00272801475597504,0,0,0,0.00272801475597504,0,0.00190327504182715,0,0.00274913238049298,0.00192439266634509,0.000824739714147894,0,0.000824739714147894,0,0,0,0,0,0,0.00186950009547722,0.000824739714147894,0,0,0,0.000389012540887928,0.00234791530850187,0.00119353260065126,0.00240313591681744,0,0.00132785155787445,0.00132785155787445,0,0.000549826476098596,0,0.000549826476098596,0.00202230131442533,0.000922648362228139,0.00202230131442533,0,0.000549826476098596,0,0.000549826476098596,0,0,0.00109965295219719,0,0,0,0.00135241464716547,0.00015888204651421,0,0.000529606821714034,0,0.000689522786791329,0.00109965295219719,0,0,73,52,19,202,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.00740827635979467,0.0025848843659956,0,0.0006462210914989,0.00482339199379908,0,0.00482339199379908,0,0,0,0,0,0,0,0,0,0,0,0,0.00304650119667482,0,0,0,0.00133791109183992,0.00138945948915342,0.00218407925686639,0.000567032370448492,0.00157089947373646,0,0,0,0,0,0,0,0.00263035327483772,0.00263035327483772,0,0,0.000319130615681483,0.000319130615681483,0,0,0,0,0,0,0,0.00188730418665903,0.00100114120052905,0,0.000567032370448492,0,0.000783831418747666,0.00449022202951028,0,0,3,1,0,202,0,0,0,0,0,0
