"feature1","feature2","feature3","feature4","feature5","feature6","feature7","feature8","feature9","feature10","feature11","feature12","feature13","feature14","feature15","feature16","feature17","feature18","feature19","feature20","feature21","feature22","feature23","feature24","feature25","feature26","feature27","feature28","feature29","feature30","feature31","feature32","feature33","feature34","feature35","feature36","feature37","feature38","feature39","feature40","feature41","feature42","feature43","feature44","feature45","feature46","feature47","feature48","feature49","feature50","feature51","feature52","feature53","feature54","feature55","feature56","feature57","feature58","feature59","feature60","feature61","feature62","feature63","feature64","feature65","feature66","feature67","feature68","nlinks","nusermentions","nhashtags","nTweets","age","gender","extS","neuS","agrS","consS","openS"
0.00931805049581111,0.00315624157021395,0.000544178369429276,0.00370041993964323,0.000868210593549714,0.00291268027068404,0.00411541889199463,0.00702566851167373,0.000199157354646103,0.0119188996202405,0.011019517358921,0.13549245615256,0.0790791891750976,0.00701621605585671,0.0265690675962207,0.0529038306970179,0.00381911535017989,0.0246086144735416,0.00885589533937174,0.0846456616146453,0.010817413030629,0.0289678875690672,0.014171287059435,0.0077462861056207,0.0270369022022188,0.0149417932315557,0.0258692515713962,0.0134837035149311,0.00920229933826332,0.00164568625080992,0.0607809110287046,0.024122279134986,0.00477383650467488,0.00361205011261141,0.000855341053586633,0.0101225826545219,0.0341285621569472,0.0420566305692499,0.0667181980240796,0.00353693695120741,0.0205206215123627,0.00383707551382149,0.000962560922180794,0.00626006606804749,0.00919782292606081,0.0210345033181498,0.0554219949581447,0.0221340326640993,0.0145296908412416,0.0207326638370905,0.0294064111131169,0.00450535823479244,0.0147347863528518,0.00511341143036808,0.00505285509510462,0.0234199856231106,0.01497587836549,0.0129481426889614,0.0020277356765286,0.0388079329518752,0.0193101793403573,0.0047281124712684,0.0107766989124362,0.00366664536678156,0.00494877947523823,0.00361919400542395,0,0,41,88,7,202,"25-34","M",0.2,0.2,0.1,0.1,0.5
0.0178792870842637,0.00366883812230788,0.00691575738327637,0.0105845955055842,0.00112281072127197,0.00135036399505718,0.00435373650998449,0.0111171199058206,0.000706134701410361,0.00783411926813827,0.00841629445260135,0.108205722405005,0.0677720997288951,0.0116598149485354,0.0184410910340144,0.0404336226761098,0.00413255840302589,0.027383754408858,0.0055722683899234,0.0595114879329721,0.00336150141771515,0.0297298068551568,0.00530507545834246,0.00678553581465774,0.0229689648065792,0.026189118990894,0.0138144056187326,0.00848707233373231,0.00495196229531318,0.000375370989687135,0.069232311929605,0.03458318663996,0.0102830774505973,0.00318914997407528,0.00447877806294682,0.00485314845766419,0.0318082998104016,0.0504727416734548,0.0561154249133575,0.00429915363997598,0.021834440721185,0,0.00256673125503763,0.00298900294060052,0.00703120521754364,0.023850199419481,0.0333668958453478,0.0178820373788874,0.0133750822929876,0.00503813460657358,0.0476441378259826,0.00680961564352604,0.0230889903999008,0.00534778348820933,0.0123977482943464,0.0406583152227823,0.0090775410070646,0.00604894603545019,0.00302859497161441,0.0403007000671556,0.0207508529169527,0.00885426950767634,0.0172171932179452,0.00303216149237505,0,0.00875161851385636,0,0,57,55,12,202,"25-34","M",0.2,0.2,0.1,0.1,0.5
0.0110478321674416,0.00336874899161711,0.00262857612797173,0.00599732511958884,0.00107202478863832,0.00189398010888585,0.000646942848655655,0.00445276185878928,0.00395076852366667,0.00472857872285556,0.00444896384256118,0.0667308629667674,0.0471534327385391,0.00838657012461642,0.00910329004022479,0.0195774302282283,0.00706834834549454,0.00422818627056278,0.00330554035292558,0.0570441169618626,0.00526363129782359,0.0322436779235301,0.00778380398328633,0.00455957249360843,0.0113883480408047,0.00320232124338304,0.0138921335708024,0.0057512454828331,0.00560918360621158,0,0.0524595587419508,0.0309500288237047,0.0055945810254959,0,0.00144725959453837,0.0102495149068615,0.0309082348530165,0.0106194931464792,0.0489299467874261,0.00125992848726333,0.0307185541708652,0.0017113785827531,0.00253170448175771,0.000722565357737585,0.000635438706625009,0.02272573671041,0.0233344988359755,0.0146322285949471,0.00326004739606314,0.00638886663590213,0.0238777704466645,0.00552775028603832,0.00230591535271095,0.00733397935852,0.00871012544939521,0.00723912886879142,0.0267708362189385,0.0166632113016374,0.0101076249173011,0.0364566212891557,0.0181682102396151,0.00353417417274727,0.0120599400220247,0.00301412434660383,0.00622847102751584,0.001256255736014,0,0,84,35,47,202,"35-49","M",0.1,0.3,0.3,0.2,0.4
0.0161679213549069,0.00249812518012378,0.00318109288411732,0.00567921806424111,0.00154917914003346,0.00593934442677867,0.00353460223104832,0.00210632623781396,0.00224359455107579,0.0194947131523458,0.00377121544944777,0.0976239058004924,0.0643815951145581,0.0102829402196892,0.0240628618348305,0.0304378844803498,0,0.015101695353951,0.00602596178329441,0.0769310459882072,0.00756608696568861,0.0285836605895203,0.00873676173635051,0.0162628043119326,0.0158941193401275,0.0109308285678335,0.027377910954937,0.00557103286146606,0.0106115016386881,0.00346111297577605,0.062539243680178,0.0304106166515672,0.0115394025815527,0.00438231962268666,0.00281181994451653,0.00901738502804674,0.0208353552283054,0.029231356689657,0.05579912999257,0.00282289442016433,0.0255024066816948,0.0122814140427366,0,0.00287049244927329,0.00203316142325166,0.0168468984922384,0.0652685682145134,0.03693591525672,0.0128274567095865,0.0135856333482482,0.028016267560268,0.00732604411922317,0.00304644592858649,0.0075548770090449,0.0100889005034134,0.00781795377274812,0.0093287245152291,0.0093287245152291,0,0.0511214568305042,0.036188882521072,0.0120474400963162,0.0131626843904469,0.00157789341710212,0.00332331095823381,0.00320490258776905,0,0,89,74,19,202,"25-34","F",0.2,0.2,0.1,0.3,0.1
0.0166058042957779,0.00944173085687656,0.00121410255650803,0.0106558334133846,0.00240784865522422,0.000692410906124097,0.0151039715587798,0.00953078022002522,0.000111844109394158,0.00874794435010516,0.0145307344662875,0.0852493122296245,0.0437071843079164,0.00884029632777949,0.0136457018562048,0.0406448165509242,0.00605754274343633,0.00904055192611763,0.0055644219822725,0.060729074473584,0.00296774554007181,0.0285111581291771,0.0087587187159006,0.00598123696667863,0.0166705955544236,0.0175060608524436,0.0310976935341722,0.0122907282907238,0.0131917062348634,0.00116616763579723,0.0539735355189134,0.0276972851425761,0.0068730989076353,0.00328616700783046,0.00327821095906466,0.00797392293729209,0.0403309383434209,0.0405707561464637,0.0803648524289832,0.00284375452430775,0.0136352039294031,0.00311237421733762,0.00108112270591496,0.000938308618208359,0.00293108292440532,0.0178533572606667,0.0459608188563533,0.0275999328283764,0.00615156413433466,0.0130097362825778,0.0187966181166811,0.0148445807639744,0,0.00446353363243997,0.00276158755856624,0.00128142075000569,0.00848167946959457,0.00545339953810556,0.00302827993148902,0.0507294083796102,0.0245002040207684,0.0011656197947372,0.0171251225113721,0.0124494687870804,0.00404518257908162,0.000993105079923276,0.00133481586738291,0,10,34,24,202,"18-24","F",0.2,0.2,0.4,0.4,0.5
0.012232369949032,0.00227713893169539,0.00452740593830109,0.00680454486999648,0.000212882127246534,0,0.00572347312192452,0.00877189374898773,0.00150769908031574,0.0102548052619334,0.00284647083594789,0.122185215186927,0.0784780728222672,0.00855676194480564,0.0223290837014628,0.0350981752345947,0.00700431328393185,0.0120961776764504,0.00798929219866344,0.0700633142239772,0.00921382412139663,0.0262423140742348,0.00455057745552997,0.014046316930383,0.0182171419956443,0.0120456543351568,0.0375597201401519,0.0108181533996238,0.0232966177330231,0.00161436970929228,0.085099417123465,0.0431538904017886,0.00643733806288126,0.00421741248666474,0.00281543427270095,0.0173712464721696,0.0144893752664295,0.0351912434328765,0.0747462129285934,0.00409143851265574,0.0233166756914699,0.00243555387441371,0.00214565898544224,0.0020081575832343,0.0062264633750944,0.0134562328979931,0.0843759342499129,0.0472904916098321,0.0253384557682459,0.0187046179202229,0.0233245344992481,0.00735878655836611,0.00380721794317267,0.00528131341690371,0.00813548877867521,0.014179914817174,0.00822967808586626,0.00681585209504637,0.00141382599081989,0.0287374924471309,0.013916580123891,0,0.00897429791418306,0,0.00584661440905678,0,0.00714064325975323,0,23,130,42,202,"35-49","F",0,-0.3,0,0.2,0.5
0.00837681226430703,0.0023422742810923,0.000388332056396294,0.00273060633748859,0.0001678804623729,0.00353369783599218,0.00472512099057373,0,0.00735833734150591,0.0190030395828249,0.00149600454170224,0.126596921963457,0.110750739799378,0.0101796976082223,0.0142098379553357,0.0158461821640788,0.00169208297206394,0.00323374602409219,0.00114315188226828,0.0214982650463442,0.00338416594412789,0.00421926292148909,0.00695238028957148,0.00382523836100486,0.00940495943548521,0.000352852659433961,0.021806850756255,0.00495589420607327,0.00520780632870295,0.00875137056345103,0.0288715195139038,0.0197345624984127,0.00457409141614263,0,0.00276182732651237,0.00180103827283609,0.00812910579182023,0.0273257106988348,0.0416057061093898,0,0.0148031116018279,0.00212284924889526,0,0.00158364832196832,0.00373275967620887,0.0173592203334927,0.013050480418069,0.00643609404961342,0.001877055169125,0.00473733119933055,0.0128204532465846,0.00247274950680366,0,0.0084706485706559,0.001877055169125,0.00231442158967946,0.00794143568722652,0.0017841071727218,0.00615732851450472,0.0889929120660398,0.074909087972569,0.00973867127630208,0.00813100824461048,0.000929981717218422,0.00215787637117103,0.00317260086007377,0,0,101,8,92,202,"25-34","M",0.2,0.4,0.2,0.1,0.1
0.0247867909720041,0.000914205139057678,0.00357527657538105,0.00448948171443873,0.000523177772286355,0.00385049385268492,0.0178209087754517,0.00193533553564543,0.0008857288186093,0.0105691451999833,0.0088676379264609,0.107888403752951,0.0601403301458979,0.00859750549325283,0.0175951136045405,0.0403286906000281,0.00435572216651772,0.00683698129740965,0.00974244226527645,0.11210104683793,0.00903696831654588,0.0487925881375871,0.0165809053124394,0.0240272635650727,0.0310299151945674,0.0124852405152801,0.0206407225537708,0.00647831544347519,0.00568096077495527,0.00674414141959917,0.0684305105742677,0.0307237481771485,0.0200086422059736,0.00116524453830034,0.00277996975631207,0.0103770444413943,0.0245333933474781,0.028489749052707,0.0986272328016468,0.0072068691362986,0.00861522353384241,0.00210631210184997,0,0.00161758530952106,0.00977160431071662,0.0129684056550519,0.0182013975305695,0.0054052029299638,0.00394492149111913,0.00943382313467849,0.00582603259345657,0.000768149701077946,0,0.00505788289237863,0,0.00660154278446166,0.0159816204129827,0.0105764174830189,0.0054052029299638,0.0287014795263266,0.0143706939140695,0.0120456425851977,0.00437388390574222,0.00620200401801728,0,0,0,0,2,52,2,124,"35-49","F",0,0.2,0.2,0.4,0.4
0.0107422964971466,0.00126685338390966,0.0050368891375926,0.00630374252150225,0.00221007207070744,0.001505617258816,0.00519787284647817,0.00441292751183953,0.00223062236851929,0.0229768304682045,0,0.100551793690124,0.0498512739155027,0.00072173080420265,0.0214720886272417,0.0507005197746216,0.011567925676316,0.0174314766801671,0.00551727500125487,0.0576525854698918,0.00496189273834845,0.0192979668457683,0.00321495622030281,0.0119437971948115,0.0125516732941243,0.00970541981972058,0.0319280462048461,0.00816759788548768,0.0125395157706678,0.00326623291608499,0.0560871193437415,0.0210846190430888,0.00947544311323693,0.000735999263347693,0.0125129757003678,0.0050043828498623,0.0361791119898811,0.0143003565656536,0.0499288101571434,0.00395681941743584,0.0345075922637063,0.00551646070904074,0.00155047238363254,0.00619847941493728,0.00205061416309631,0.00552871138127757,0.033083611812024,0.0169776748005519,0.00809777098325798,0.00977739295627521,0.039779052286157,0.0053444622221545,0.0087657951416044,0.00799612392391975,0.0176726709984783,0.00253509180062189,0.00377034301777738,0.00221987063414484,0.00155047238363254,0.0455543995658272,0.0224983935463155,0.0143920712505745,0.0105066791733617,0.00356499392642212,0.00510395908151231,0.00497349474660377,0,0,98,41,73,202,"25-34","M",0.1,0.4,0.1,0,0.4
0.00950447809571812,0.00107652921712922,0.00360667189492657,0.00468320111205579,0.000557836236696492,0,0.00887051818643971,0.0105428137998957,0.00125036136236443,0.0148453452364462,0.00560124890794202,0.0962401724400212,0.0532830957668204,0.01095866034505,0.0139460539057091,0.0420346692410116,0.00197772196874952,0.0117257279792738,0.0164834872554117,0.0889425576339894,0.00795284962110777,0.0440700486908541,0.0119554117583735,0.0102385245882536,0.0191578536491797,0.0213776727832214,0.0312135816649964,0.00862876544038813,0.0108326390291514,0.010825979937538,0.0651847830761532,0.0367225036024939,0.00577335371938833,0.00486006235296691,0.0026289490749485,0.00910967872666314,0.0454909473340257,0.0414358376225457,0.0702856253837943,0.011432527093612,0.0222705381156106,0.00648222538889173,0,0.00941616915986777,0.00845131497783053,0.024155514714458,0.0265615429744668,0.00724971229989976,0.00314650373762655,0.0177501425774184,0.0203288455379414,0.0091977296844057,0.00175600444475909,0.00124273773706075,0.00813237367171588,0.0133518841216693,0.0168597897958652,0.0148820678271157,0.00197772196874952,0.0345405487687502,0.022692751484185,0.00321442118137844,0.00334784745301443,0.00647079181711579,0.00487864661826451,0.00198377068472122,0,0,13,12,0,202,"25-34","M",0.2,0.4,0.2,0,0.2
