"feature1","feature2","feature3","feature4","feature5","feature6","feature7","feature8","feature9","feature10","feature11","feature12","feature13","feature14","feature15","feature16","feature17","feature18","feature19","feature20","feature21","feature22","feature23","feature24","feature25","feature26","feature27","feature28","feature29","feature30","feature31","feature32","feature33","feature34","feature35","feature36","feature37","feature38","feature39","feature40","feature41","feature42","feature43","feature44","feature45","feature46","feature47","feature48","feature49","feature50","feature51","feature52","feature53","feature54","feature55","feature56","feature57","feature58","feature59","feature60","feature61","feature62","feature63","feature64","feature65","feature66","feature67","feature68","nlinks","nusermentions","nhashtags","nTweets","age","gender","extS","neuS","agrS","consS","openS"
0.00692673546862529,0.00299370392221442,0,0.00299370392221442,0.00167134871199095,0.00226168283441993,0.00425508151956501,0.00156908278803475,0.000155988121291408,0.00468627934722523,0.00652556690246356,0.0377580976592742,0.0192669579850775,0.0160326877294176,0.00278592883746674,0.015051558328897,0.00251798641391451,0.00466516826761103,0.00680656267690082,0.0415793337502085,0.00107775324876511,0.0255384830588442,0.000822917852157761,0.0044334099240537,0.00736765142618599,0.00472301034532937,0.0303296095869874,0.0064666862664347,0.01819127092797,0.00143227213221445,0.0363682189904748,0.0226730509757385,0.00393303154641088,0.00138727541945264,0.00428163142524135,0.000331617928158981,0.028249618891048,0.00927711760221228,0.0892623375995626,0.00566617334325634,0.00561100012112439,0,0,0.000841255699285192,0.00364604661819223,0.00940921369172508,0.0137205700640287,0.00837986249704395,0.00695962895797399,0.00815781215343647,0.0101005877403643,0.00518596327018361,0.00151339723670141,0.00115178005404352,0.00245871201785241,0.00265055279471131,0.00680024602653548,0.00390589002074677,0.00289435600578871,0.0283916265642473,0.0100749310588007,0.00400030368059176,0.00134502425457954,0.00645647795396982,0,0.00378297601939118,0,0,9,16,9,202,"18-24","F",0.2,0.3,0.3,0.2,0.3
0.0249123538986662,0.00914149797593871,0,0.00914149797593871,0.0131797828769378,0.00259107304578971,0.00283796674095516,0.000823946595668847,0.000746992019546816,0.00644986990201518,0.00299135598893786,0.0548167877634174,0.0251546586122137,0.0126400486642843,0.00113369962133821,0.0235498387542396,0.00100822027631385,0.00510361729753989,0.0138789599769435,0.0447180969629131,0.00103728129792408,0.0284103960566055,0,0,0.0145439668973557,0.00284676616118812,0.0387449302417746,0.0119353666115879,0.0207940095062775,0.00326874469447154,0.0592546987566288,0.032392434657933,0.0157708559227275,0.00216639849222758,0.00922102739458585,0.00120173883912426,0.0190396991517878,0.0124008241999338,0.104799484473475,0.0066097150674568,0.00173328302981297,0,0,0.00453902898451204,0.00422339320038027,0.0155064709942523,0.00683094887285317,0.00270013961929138,0.000518492595571035,0.00361231665799076,0.00316048946061364,0.00178590051768652,0.0014608311009651,0,0.00169965835964854,0.0033590244950887,0.00347270800503861,0.00177304964539007,0.00169965835964854,0.0264209231831245,0.0182799702103337,0.000980216256485427,0.00592142819797912,0.000786697693675023,0.00230679077245387,0,0,0,4,61,1,202,"18-24","F",0.1,0.1,0.4,0.2,0.1
0.00620721184108447,0.000572483431086668,0,0.000572483431086668,0.00374806110706196,0.00188666730293584,0.000448258791125169,0.000372808567956061,0.00782850278956458,0.00156984826764567,0.00263997596391831,0.0312478726021562,0.0187456803901056,0.00635792570041656,0.00681797909102867,0.0125021922120506,0.0027371178620506,0,0.00226164388543219,0.0359507386812716,0.00309627080775387,0.0136711885852037,0.00294067087753636,0.00511500950767539,0.00663415638650314,0.00374087025229654,0.0311513977806607,0.00618203666869076,0.0172158624598857,0.00856911923603867,0.0490357775331914,0.0286692301959617,0.0056347284099978,0.00201899001837074,0,0.00835560162480981,0.0295512643928547,0.00964179751513084,0.0730620674736027,0.00388382481840575,0.00511002770924884,0,0.00249785886153805,0.000311141327134597,0.00183503312119645,0.0118067653196394,0.0232650223560882,0.00889274158886488,0.0120605922837719,0.00658557885233498,0.00356603021015384,0.0025490650597155,0,0.00131998798195915,0,0.0088296709109039,0.00156561973004089,0.00156561973004089,0,0.00216110712075099,0.00216110712075099,0,0,0,0,0,0,0,13,87,16,202,"25-34","M",0.2,-0.1,-0.1,0.5,0.1
0.00387318091495962,0.000919590681924574,0.00195418477754231,0.00180924510807686,0,0.000999405455492733,6.2132130405321e-05,0.00134303577249593,0.00266617140741428,0.0046375848803871,0.00248058228530124,0.0247355256767259,0.0230530267826489,0.00606770223718379,0.00764242788933374,0.00092229390080794,0.000657382931608107,0,0,0.023896396813721,0.00133514677454999,0.0151007513301183,0.000657382931608107,0.000512945085818165,0.00464782523371287,0.00189886294117906,0.0265974293959493,0.00889757576075648,0.013413444469131,0.00392825434528559,0.0505745249853971,0.0363313353897691,0.00188905988164502,0,0.000783561508978128,0.00144094444058624,0.0233706956567689,0.026227983518766,0.0702918807024902,0.0023121387283237,0.00516008503602568,0,0,0.00367762568732956,0.000659619347535506,0.012170937439081,0.0155151924361916,0.00403405201132184,0.00246712986336048,0.0129137679921365,0.0176870368640467,0.00209862262333226,0.00241793639435994,0,0.0143794460435344,0.00033806916058042,0,0,0,0.000358154820776285,0,0,0.000358154820776285,0,0,0,0,0,50,143,38,202,"25-34","M",0.4,0.3,0.3,0.2,0
0.00914963382330967,0.00727587326346259,0,0.00727587326346259,0,0.00187376055984708,0.00132378512066075,0.000728950399932909,0.00216599887677556,0.00338692220426872,0.00603626150234549,0.0246976052004659,0.00898034849742007,0.00275415238609896,0.0047463372831736,0.0129448480871472,0.00066898380687178,0.00164591424036853,0.00661151618622164,0.038048650122572,0.00202623426318966,0.0202799561257829,0.00180194431716217,0.00104241958552137,0.0100721685421837,0.00110417355401507,0.0251679416490612,0.00795013574438141,0.0127105628071274,0.00261214437327535,0.0242101916332126,0.0165858161474635,0.00187376055984708,0,0,0.000808757605968903,0.0193107670173509,0.0118466579304247,0.073351020281993,0.00144896827398319,0.00733435125878679,0,0,0.00360993636378736,0.0109727074834329,0.012061466452668,0.0136953699753498,0.00820364793597143,0.00401031575146876,0.00558240730617377,0.0009363294321695,0.000592498759985411,0,0,0.0009363294321695,0.00374931722250834,0,0,0,0.0137570836805846,0.00683083267025906,0,0.0034754833761772,0.00104399411584168,0,0.000848525175349613,0,0.00199878824039532,10,53,1,202,"18-24","M",0.1,0,0.2,0,0.1
0.00434950821244333,0.00268743861097669,0,0.00268743861097669,0,0.00166206960146664,0.00436607414080654,0.00143236551151762,0.00359087182278784,0.00612207942546426,0.00518242739977143,0.0341838513476006,0.0251931910927475,0.0106425199791136,0.00665248998837342,0.00604659114014007,0,0.00109254827089169,0.00495404286924838,0.0482143824036832,0.0018365659553556,0.0261751253415,0.00188859761971374,0.00238201496702076,0.0130164419619023,0.00481485806708407,0.0263592645344803,0.00683537105887603,0.0122034981978792,0.00258370404522287,0.0416216780505719,0.0225166100651229,0.00166206960146664,0,0,0.00857354623723281,0.0232012322392925,0.0121953408792794,0.0819802752811198,0.00139325822773659,0.00538822514164433,0,0,0.00633076027300811,0.00257814063873087,0.0212598760062542,0.00913588520409675,0.00375555794150515,0.00392961731089037,0.00203902222632474,0.00916817974197143,0.00550804761850543,0,0.00160422934113931,0.00334536947845576,0.00558317484151375,0.00961878846689053,0.00961878846689053,0,0.0103354674498152,0.00468049323963511,0,0.00473669123250226,0.0018365659553556,0,0,0,0,26,45,40,202,"25-34","F",0.3,0.2,0.1,0.5,0.1
0.00340848291984446,0.000156207611689658,0,0.000156207611689658,0.00262123197903014,0.000631043329124656,0.000140876258979299,0.000710508654346013,0.003861468692148,0.00514762346386269,0.0036373101111167,0.0513272198737964,0.0249989914369865,0.00422910377315924,0.00846983371947631,0.0212147763337173,0.000766745284441916,0.00619619155386358,0.00732865011099364,0.0583012379345459,0.00538960708088069,0.0207129467707187,0.00177662045941306,0.00623001496619161,0.00225135762377151,0.00341231766459963,0.0210704143773141,0.00860895968000133,0.00909266070350829,0.00255672605154629,0.0383203263765904,0.0263154137217141,0.0032522753081548,0.0021989262192216,0.00262123197903014,0.00190169952552321,0.0148615922789861,0.00908027203705504,0.0644584260893102,0.00190075872269639,0.00890576599943784,0.00413486495410975,0,0.0016078717941291,0.0018205562839788,0.0104381260316804,0.020007730009825,0.00341030143031188,0.00514436234111287,0.0132453895776077,0.00900602979198191,0.00366432505549682,0.00422260648704634,0,0.00111909824943874,0.00885086915725373,0.00353731324290435,0.00353731324290435,0,0.0126179042898968,0.0104352498593546,0,0.000812067942258156,0,0,0,0,0,45,98,52,202,"25-34","F",0.4,-0.2,0.2,0.4,0.4
0.00323913789886747,0.000158072158778791,0,0.000158072158778791,0,0.00308106574008868,0.00130391039028321,0.00402780918427865,0.000408090098251944,0.0046540666735112,0.00292786248077155,0.0355207072959805,0.0239947467461782,0.00205304876959338,0.00991872073212323,0.00887344065590318,0,0.00549425398351291,0.00201973308392618,0.0309538474881575,0.000775897416484326,0.0152509106600551,0.000754159463980123,0,0.0104957114748054,0.00722702436136481,0.0154679103469788,0.00469658742502191,0.0117471487206887,0,0.0270746577114864,0.0163025103341897,0.00308106574008868,0.000898913402209656,0.00613162416489767,0.00167481081869398,0.0175317518838015,0.0142706733217515,0.0528352763742171,0.00456473862566615,0.00470758613447472,0.00127136248652755,0,0.00045722094226145,0.00597054207542057,0.0133266310071023,0.0169896514052533,0.00837469946454237,0.00358271248922489,0.00837765678278715,0.000987702247873599,0,0,0.000987702247873599,0,0.00413307501969016,0,0,0,0.0136761773188401,0.0107340178791758,0,0.00235370121787021,0.000588458221794049,0,0.001055543789581,0,0,45,84,24,202,"25-34","M",0.5,0.2,0.2,0.4,0.4
0.00487509827895764,0.00343168047641317,0,0.00343168047641317,0.000828163512246468,0.000615254290298,0.0013951735215746,0.0020440927297279,0.00291116619086963,0.00470188916031718,0.0067734301423034,0.0378577843630194,0.0239128670576043,0.00669561242925663,0.00917104375826098,0.0119319196699459,0,0.00180435870293879,0.00764627646507331,0.0383680857214553,0,0.017158417144405,0.00225074579962374,0.00503622381620646,0.00683031929678507,0.00455534867467756,0.0250660797434612,0.00621228782983473,0.013549882558555,0.00273380248915122,0.0329603371788771,0.0245298187206716,0.00144341780254447,0,0,0.000543004711748473,0.0291761133775551,0.0217028298777127,0.077720859055813,0.00685136993332239,0.0149592167636581,0.00154150473419903,0.0023696682464455,0.00471665588454983,0.00105370793630643,0.0162486508148672,0.0115526361327351,0.00511701275192466,0.00282078159377749,0.00441789949469421,0.0173620534865099,0.00765495656763333,0.0023696682464455,0.00372353969617148,0.00361388897625963,0.00182875232540984,0.00424766190998718,0.00223466427451797,0.00201299763546922,0.0185389872482574,0.0071534337388263,0,0.00630814236353366,0.00165632702449294,0.00165632702449294,0,0,0.00402599527093843,31,75,34,202,"25-34","F",0.3,0.2,0.1,0.5,0.1
0.0516568170054742,0,0,0,0,0.0516568170054742,0.00203031058996441,0,0.00197581621468252,0.000440781975587571,0.00222029191201842,0.0048492498012,0.00212314225053079,0,0,0.00272610755066922,0.00124209480260973,0.00124209480260973,0.00148401274805949,0.0112319219996295,0,0.00857633442742244,0,0,0.00666087573605526,0.00203031058996441,0.0055808124895879,0,0.00360715499859027,0,0.0587137851268785,0.00415840194233922,0.0516568170054742,0.00143902485194497,0,0.0014595413271201,0.00530123949068791,0,0.0379528257715309,0,0.00200963353519012,0,0,0.00222029191201842,0,0.011610448159146,0.00360715499859027,0.00360715499859027,0,0.0143902485194497,0.00593605099223795,0.00232889599364768,0.00360715499859027,0,0,0.00451154721148259,0.00636942675159236,0.00636942675159236,0,0.0132954134296601,0.00532619597912044,0,0.00520694569753762,0,0.00276227175300208,0,0.00424628450106157,0,16,16,1,184,"25-34","M",0.1,0.2,0.3,0.3,0.1
